"","ExperimentName","Subject","Session","Clock.Information","DataFile.Basename","Display.RefreshRate","ExperimentVersion","Group","RandomSeed","RuntimeCapabilities","RuntimeVersion","RuntimeVersionExpected","SessionDate","SessionStartDateTimeUtc","SessionTime","StudioVersion","Block","AccErrorTotal","MathCorrect","MathDuration","MathErrorTotal","mathtime.Block.","OSPAN","OSPAN.Cycle","OSPAN.Sample","OspanAbsoluteScore","OspanPartialScore","OspanPartialScoreBlock1","OspanPartialScoreBlock2","OspanPartialScoreBlock3","OspanScore","OspanTotal","Procedure.Block.","Running.Block.","SpeedErrorTotal","Trial","answer","BlockList1","BlockList1.Cycle","BlockList1.Sample","BlockList2","BlockList2.Cycle","BlockList2.Sample","BlockList3","BlockList3.Cycle","BlockList3.Sample","CorrectAnswer.Trial.","CorrectAnswerRecord.Trial.","correctResp","LetterPracticeList","LetterPracticeList.Cycle","LetterPracticeList.Sample","math.ACC","math.RT","MathPracticeList","MathPracticeList.Cycle","MathPracticeList.Sample","mathProblems","mathtime.Trial.","numberwrong","PracticeMode","PracticeOSPANlist","PracticeOSPANlist.Cycle","PracticeOSPANlist.Sample","problem","problem.RT","problems","Procedure.Trial.","ReadyForTrial.ACC","ReadyForTrial.RT","Running.Trial.","setlength","setsi","setsize1","setsize2","setsize3","setsz","sizeset","SpanScore.Trial.","SpanTotal.Trial.","SubTrial","CorrectAnswer.SubTrial.","correctAnswerPercentage","correctAnswerPercentage1","correctAnswerPercentage2","CorrectAnswerRecord.SubTrial.","difficulty","letters","lettershow","letterstimuli","MathCorr","operations","operations1","operations2","percrand","PracticeLetterList","practicelist","practicelist.Cycle","practicelist.Sample","practicerecall","practicerecall.Cycle","practicerecall.Sample","Procedure.SubTrial.","randomnumber","randomnumber1","randomnumber2","recalList","recalList.Cycle","recalList.Sample","recalList1","recalList1.Cycle","recalList1.Sample","recalList2","recalList2.Cycle","recalList2.Sample","ResponseRecord","Running.SubTrial.","secondOperation","secondOperation1","secondOperation2","showcorrect","SpanScore.SubTrial.","SpanTotal.SubTrial.","SpanTotalBlock1","SpanTotalBlock2","SpanTotalBlock3","stims","stims1","stims2","Tones","TrialList","TrialList.Cycle","TrialList.Sample","TrialList1","TrialList1.Cycle","TrialList1.Sample","TrialList2","TrialList2.Cycle","TrialList2.Sample","Subject.1","Response.Type","Strategy.RESP"
"2251","Tone Span Fall2017_itemScoring",505,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-02T17:43:32Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2822988</Frequency><Timestamp dt:dt=""r8"">1368875927421</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-02T17:43:32Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","Tone Span Fall2017_itemScoring-505-1",59.73,"1.0.0.166",1,-1218067844,"Professional","2.0.10.353","2.0.10.353","10/2/17","10/2/17 17:43","12:43:33","2.0.10.248",4,1,79,NA,1,2499.632911,5,1,4,3,15,4,9,2,NA,NA,"SessionProc","OSPAN",0,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,"HMLLH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6114,0,"No",NA,NA,NA,NA,NA,NA,"BlockProc",NA,NA,"BlockList1",NA,NA,4,NA,NA,5,NA,"?","?",1,FALSE,6,NA,NA,"HMLLH",1,NA,NA,"H",FALSE,25,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"TrialProc",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","TrialList",1,NA,NA,2,"?","?",NA,NA,NA,3,NA,NA,"High.wav",1,8,7,NA,NA,NA,NA,NA,NA,"505","NO RESPONSE",""
"2341","Tone Span Fall2017_itemScoring",506,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-02T20:49:19Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2822988</Frequency><Timestamp dt:dt=""r8"">1400338092217</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-02T20:49:19Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","Tone Span Fall2017_itemScoring-506-1",59.73,"1.0.0.166",1,179311279,"Professional","2.0.10.353","2.0.10.353","10/2/17","10/2/17 20:49","15:49:19","2.0.10.248",4,6,75,NA,6,2989.813333,5,1,4,51,59,16,25,18,NA,NA,"SessionProc","OSPAN",0,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,"LMH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10492,2,"No",NA,NA,NA,NA,NA,NA,"BlockProc",NA,NA,"BlockList1",NA,NA,2,NA,NA,3,NA,"?","?",1,TRUE,4,NA,NA,"LMH",1,NA,NA,"L",TRUE,14,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"TrialProc",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","TrialList",11,NA,NA,1,"?","?",NA,NA,NA,1,NA,NA,"Low.wav",1,8,7,NA,NA,NA,NA,NA,NA,"506","NO RESPONSE",""
"2431","Tone Span Fall2017_itemScoring",507,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-03T21:00:44Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2822968</Frequency><Timestamp dt:dt=""r8"">2392007144</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-03T21:00:44Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","Tone Span Fall2017_itemScoring-507-1",59.73,"1.0.0.166",1,-1902420842,"Professional","2.0.10.353","2.0.10.353","10/3/17","10/3/17 21:00","16:00:44","2.0.10.248",4,2,78,NA,2,2430.102564,5,1,4,62,71,25,25,21,NA,NA,"SessionProc","OSPAN",0,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,"HLMLMHH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5731,0,"No",NA,NA,NA,NA,NA,NA,"BlockProc",NA,NA,"BlockList1",NA,NA,6,NA,NA,7,NA,"?","?",1,FALSE,8,NA,NA,"HLMLMHH",1,NA,NA,"H",FALSE,21,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"TrialProc",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","TrialList",4,NA,NA,2,"?","?",NA,NA,NA,3,NA,NA,"High.wav",1,8,7,NA,NA,NA,NA,NA,NA,"507","EMAILED "," I remember I would memorize the tones in a make-shift """"melodic"""" sense, like I would sing it to myself without humming or making any audible sound, essentially just emulating the tones in my mind. I would then use the created melody in my head to determine which tones of HML came at which points in time. I would also move my head in a motion correlating to the pitch of the tone (up/right for H, middle for M, down/left for L) in order to also make use of muscle memory for better memorization/regurgitation of the ex"
"2521","Tone Span Fall2017_itemScoring",508,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-05T17:11:26Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2727558</Frequency><Timestamp dt:dt=""r8"">203171559550</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-05T17:11:26Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","Tone Span Fall2017_itemScoring-508-1",60.029,"1.0.0.166",1,1308273928,"Professional","2.0.10.242","2.0.10.353","10/5/17","10/5/17 17:11","12:11:26","2.0.10.248",4,4,75,NA,5,4384.84,5,1,4,28,56,21,19,16,NA,NA,"SessionProc","OSPAN",1,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,"MHL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10977,0,"No",NA,NA,NA,NA,NA,NA,"BlockProc",NA,NA,"BlockList1",NA,NA,2,NA,NA,3,NA,"?","?",1,TRUE,2,NA,NA,"MHL",2,NA,NA,"M",TRUE,39,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"TrialProc",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","TrialList",16,NA,NA,1,"?","?",NA,NA,NA,2,NA,NA,"Middle.wav",1,8,7,NA,NA,NA,NA,NA,NA,"508","NO RESPONSE",""
"2611","Tone Span Fall2017_itemScoring",509,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-05T19:23:18Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2727558</Frequency><Timestamp dt:dt=""r8"">224753669151</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-05T19:23:18Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","Tone Span Fall2017_itemScoring-509-1",60.026,"1.0.0.166",1,1415546201,"Professional","2.0.10.242","2.0.10.353","10/5/17","10/5/17 19:23","14:23:18","2.0.10.248",4,7,74,NA,7,7878.689189,5,1,4,45,63,18,22,23,NA,NA,"SessionProc","OSPAN",0,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,"LMHML",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26019,1,"No",NA,NA,NA,NA,NA,NA,"BlockProc",NA,NA,"BlockList1",NA,NA,4,NA,NA,5,NA,"?","?",1,TRUE,5,NA,NA,"LMHML",1,NA,NA,"L",TRUE,12,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"TrialProc",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","TrialList",4,NA,NA,1,"?","?",NA,NA,NA,1,NA,NA,"Low.wav",1,8,7,NA,NA,NA,NA,NA,NA,"509","NO RESPONSE",""
"2701","Tone Span Fall2017_itemScoring",510,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-06T13:12:37Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2822988</Frequency><Timestamp dt:dt=""r8"">412754168419</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-06T13:12:37Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","Tone Span Fall2017_itemScoring-510-1",59.73,"1.0.0.166",1,437854669,"Professional","2.0.10.353","2.0.10.353","10/6/17","10/6/17 13:12","8:12:38","2.0.10.248",4,2,79,NA,2,3243.291139,5,1,4,23,48,15,18,15,NA,NA,"SessionProc","OSPAN",0,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,"LHMLMHL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7127,0,"No",NA,NA,NA,NA,NA,NA,"BlockProc",NA,NA,"BlockList1",NA,NA,6,NA,NA,7,NA,"?","?",1,TRUE,4,NA,NA,"LHMLMHL",1,NA,NA,"L",TRUE,14,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"TrialProc",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","TrialList",13,NA,NA,1,"?","?",NA,NA,NA,1,NA,NA,"Low.wav",1,8,7,NA,NA,NA,NA,NA,NA,"510","EMAILED "," During this portion of theexperiment I mainly used one strategy. I assigned each tone (H,M,L) a finger on my left hand (index, middle, ring) and tapped out the pattern of tones I recognized with each corresponding finger. I was able to complete the math problems while still remembering and adding to the pattern I was recording in my left hand. I found this strategy to work very well."
"2791","Tone Span Fall2017_itemScoring",511,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-06T17:47:46Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2822988</Frequency><Timestamp dt:dt=""r8"">459355529746</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-06T17:47:46Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","Tone Span Fall2017_itemScoring-511-1",59.731,"1.0.0.166",1,-205422373,"Professional","2.0.10.353","2.0.10.353","10/6/17","10/6/17 17:47","12:47:47","2.0.10.248",4,2,77,NA,4,4313.493506,5,1,4,61,68,20,25,23,NA,NA,"SessionProc","OSPAN",2,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,"LHM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8308,0,"No",NA,NA,NA,NA,NA,NA,"BlockProc",NA,NA,"BlockList1",NA,NA,2,NA,NA,3,NA,"?","?",1,TRUE,2,NA,NA,"LHM",2,NA,NA,"L",TRUE,38,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"TrialProc",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","TrialList",17,NA,NA,1,"?","?",NA,NA,NA,1,NA,NA,"Low.wav",1,8,7,NA,NA,NA,NA,NA,NA,"511","EMAILED "," As far as remembering the tones, I used my hands to remind myself which direction the tones went. For example: for the higher tones I pointed up, for the middle tones I pointed straight, and for the lower tones I pointed down. When I did the math equations, I was able to remember my hand patterns much better than I could remember the notes alone."
"2881","Tone Span Fall2017_itemScoring",512,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-09T17:38:53Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2822988</Frequency><Timestamp dt:dt=""r8"">1189394880072</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-09T17:38:53Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","Tone Span Fall2017_itemScoring-512-1",59.73,"1.0.0.166",1,-310500869,"Professional","2.0.10.353","2.0.10.353","10/9/17","10/9/17 17:38","12:38:53","2.0.10.248",4,5,73,NA,8,3351.671233,5,1,4,43,58,18,18,22,NA,NA,"SessionProc","OSPAN",3,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,"HLML",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7379,0,"No",NA,NA,NA,NA,NA,NA,"BlockProc",NA,NA,"BlockList1",NA,NA,3,NA,NA,4,NA,"?","?",1,TRUE,2,NA,NA,"HLML",1,NA,NA,"H",TRUE,10,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"TrialProc",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","TrialList",2,NA,NA,1,"?","?",NA,NA,NA,3,NA,NA,"High.wav",1,8,7,NA,NA,NA,NA,NA,NA,"512","EMAILED "," I would try to use as little brain power as possible to solve the math problem then say the answer in my head over and over while also trying to remember the pitch."
"2971","Tone Span Fall2017_itemScoring",513,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-09T20:39:43Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2727558</Frequency><Timestamp dt:dt=""r8"">1179904191942</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-09T20:39:43Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","Tone Span Fall2017_itemScoring-513-1",60.028,"1.0.0.166",1,-1211637260,"Professional","2.0.10.242","2.0.10.353","10/9/17","10/9/17 20:39","15:39:43","2.0.10.248",4,4,77,NA,4,5027.818182,5,1,4,69,73,23,25,25,NA,NA,"SessionProc","OSPAN",0,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,"MHLLH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12875,0,"No",NA,NA,NA,NA,NA,NA,"BlockProc",NA,NA,"BlockList1",NA,NA,4,NA,NA,5,NA,"?","?",1,FALSE,8,NA,NA,"MHLLH",1,NA,NA,"M",FALSE,7,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"TrialProc",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","TrialList",14,NA,NA,2,"?","?",NA,NA,NA,2,NA,NA,"Middle.wav",1,8,7,NA,NA,NA,NA,NA,NA,"513","NO RESPONSE",""
"3061","Tone Span Fall2017_itemScoring",514,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-09T23:51:39Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2822988</Frequency><Timestamp dt:dt=""r8"">1252520904683</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-09T23:51:39Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","Tone Span Fall2017_itemScoring-514-1",59.73,"1.0.0.166",1,-1608993230,"Professional","2.0.10.353","2.0.10.353","10/9/17","","18:51:39","2.0.10.248",4,5,74,NA,6,2257.567568,5,1,4,56,63,16,22,25,NA,NA,"SessionProc","OSPAN",1,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,"LMHL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5844,0,"No",NA,NA,NA,NA,NA,NA,"BlockProc",NA,NA,"BlockList1",NA,NA,3,NA,NA,4,NA,"?","?",1,FALSE,10,NA,NA,"LMHL",1,NA,NA,"L",FALSE,19,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"TrialProc",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","TrialList",4,NA,NA,2,"?","?",NA,NA,NA,1,NA,NA,"Low.wav",1,8,7,NA,NA,NA,NA,NA,NA,"514","EMAILED "," The main strategy I remember using was to remember each note and treat it like i was creating a melody note by note and just adding onto the melody with each question."
"3151","Tone Span Fall2017_itemScoring",515,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-09T23:54:03Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2727558</Frequency><Timestamp dt:dt=""r8"">1211707297702</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-09T23:54:03Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","Tone Span Fall2017_itemScoring-515-1",60.032,"1.0.0.166",1,527035636,"Professional","2.0.10.242","2.0.10.353","10/9/17","","18:54:03","2.0.10.248",4,3,76,NA,5,4285.263158,5,1,4,43,62,20,23,19,NA,NA,"SessionProc","OSPAN",2,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,"HLM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7952,0,"No",NA,NA,NA,NA,NA,NA,"BlockProc",NA,NA,"BlockList1",NA,NA,2,NA,NA,3,NA,"?","?",1,FALSE,6,NA,NA,"HLM",1,NA,NA,"H",FALSE,17,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"TrialProc",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","TrialList",16,NA,NA,2,"?","?",NA,NA,NA,3,NA,NA,"High.wav",1,8,7,NA,NA,NA,NA,NA,NA,"515","NO RESPONSE",""
"3241","Tone Span Fall2017_itemScoring",516,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-10T17:08:08Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2823007</Frequency><Timestamp dt:dt=""r8"">244836914385</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-10T17:08:08Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","Tone Span Fall2017_itemScoring-516-1",62.496,"1.0.0.174",1,23961195,"Professional","2.0.10.353","2.0.10.353","10/10/17","10/10/17 17:08","12:08:08","2.0.10.248",4,4,76,NA,5,3821.552632,5,1,4,47,64,20,20,24,NA,NA,"SessionProc","OSPAN",1,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,"MHL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17783,0,"No",NA,NA,NA,NA,NA,NA,"BlockProc",NA,NA,"BlockList1",NA,NA,2,NA,NA,3,NA,"?","?",1,TRUE,1,NA,NA,"MHL",1,NA,NA,"M",TRUE,6,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"TrialProc",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","TrialList",5,NA,NA,1,"?","?",NA,NA,NA,2,NA,NA,"Middle.wav",1,8,7,NA,NA,NA,NA,NA,NA,"516","EMAILED "," Well that's incredibly unfortunate! My response was something along the lines of: I assigned each of my fingers on my left hand a pitch and tried to recall the order in which I tapped them after answering the math problems. I also tried recognizing patterns within the organization of pitches, as in it follows an ascending to depending pattern or whatever else."
"3331","Tone Span Fall2017_itemScoring",517,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-10T16:59:44Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2822988</Frequency><Timestamp dt:dt=""r8"">1426620536160</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-10T16:59:44Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","Tone Span Fall2017_itemScoring-517-1",59.731,"1.0.0.166",1,691576669,"Professional","2.0.10.353","2.0.10.353","10/10/17","10/10/17 16:59","11:59:44","2.0.10.248",4,1,80,NA,1,1984.1,5,1,4,55,68,23,20,25,NA,NA,"SessionProc","OSPAN",0,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,"HMLHML",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4611,0,"No",NA,NA,NA,NA,NA,NA,"BlockProc",NA,NA,"BlockList1",NA,NA,5,NA,NA,6,NA,"?","?",1,FALSE,10,NA,NA,"HMLHML",1,NA,NA,"H",FALSE,29,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"TrialProc",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","TrialList",18,NA,NA,2,"?","?",NA,NA,NA,3,NA,NA,"High.wav",1,8,7,NA,NA,NA,NA,NA,NA,"517","NO RESPONSE",""
"3421","Tone Span Fall2017_itemScoring",518,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-10T20:32:03Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2822988</Frequency><Timestamp dt:dt=""r8"">1462579946793</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-10T20:32:03Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","Tone Span Fall2017_itemScoring-518-1",59.731,"1.0.0.166",1,-2003365087,"Professional","2.0.10.353","2.0.10.353","10/10/17","10/10/17 20:32","15:32:03","2.0.10.248",4,2,78,NA,2,5932.512821,5,1,4,39,65,18,23,24,NA,NA,"SessionProc","OSPAN",0,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,"LHMM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23714,0,"No",NA,NA,NA,NA,NA,NA,"BlockProc",NA,NA,"BlockList1",NA,NA,3,NA,NA,4,NA,"?","?",1,FALSE,8,NA,NA,"LHMM",1,NA,NA,"L",FALSE,28,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"TrialProc",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","TrialList",18,NA,NA,2,"?","?",NA,NA,NA,1,NA,NA,"Low.wav",1,8,7,NA,NA,NA,NA,NA,NA,"518","NO RESPONSE",""
"3511","Tone Span Fall2017_itemScoring",519,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-10T20:37:08Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2823007</Frequency><Timestamp dt:dt=""r8"">280235236580</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-10T20:37:08Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","Tone Span Fall2017_itemScoring-519-1",62.497,"1.0.0.174",1,1062545491,"Professional","2.0.10.353","2.0.10.353","10/10/17","10/10/17 20:37","15:37:08","2.0.10.248",4,1,79,NA,2,4090.113924,5,1,4,52,66,17,25,24,NA,NA,"SessionProc","OSPAN",1,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,"HML",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11715,0,"No",NA,NA,NA,NA,NA,NA,"BlockProc",NA,NA,"BlockList1",NA,NA,2,NA,NA,3,NA,"?","?",1,FALSE,10,NA,NA,"HML",1,NA,NA,"H",FALSE,22,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"TrialProc",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","TrialList",10,NA,NA,2,"?","?",NA,NA,NA,3,NA,NA,"High.wav",1,8,7,NA,NA,NA,NA,NA,NA,"519","NO RESPONSE",""
